model,total_cost,holding_cost,stockout_cost,ordering_cost,fill_rate,cycle_service_level,stockout_rate,average_on_hand,cost_reduction_vs_worst
pp_quantile_calibrated,911.431599458409,840.0716603670783,71.35993909133167,0.0,0.8283707551351616,0.9084871794871783,0.09151282051282077,10.770149491885618,0.5186706415693332
pp_quantile_fixed,911.431599458409,840.0716603670783,71.35993909133167,0.0,0.8283707551351616,0.9084871794871783,0.09151282051282077,10.770149491885618,0.5186706415693332
point_gbdt_safety,1893.5715918722553,1845.5969543720441,47.97463750021152,0.0,0.9614357233472661,0.9696538461538461,0.030346153846153898,23.6614994150262,0.0
