model,total_cost,holding_cost,stockout_cost,ordering_cost,fill_rate,cycle_service_level,stockout_rate,average_on_hand,cost_reduction_vs_worst
pp_quantile_calibrated,959.0048921859627,840.0716603670783,118.93323181888609,0.0,0.8283707551351616,0.9084871794871783,0.09151282051282077,10.770149491885618,0.501959149545748
pp_quantile_fixed,1009.8321171036773,899.6926744462043,110.13944265747296,0.0,0.8498092352648376,0.9180512820512804,0.08194871794871825,11.534521467259031,0.4755630023201096
point_gbdt_safety,1925.5546835390626,1845.5969543720441,79.95772916701924,0.0,0.9614357233472661,0.9696538461538461,0.030346153846153898,23.6614994150262,0.0
