model,MAE,RMSE,sMAPE,WAPE,pinball_0.5,coverage_0.5,pinball_0.7,coverage_0.7,pinball_0.8,coverage_0.8,pinball_0.9,coverage_0.9,pinball_0.95,coverage_0.95,pinball_0.99,coverage_0.99,pinball_mean
seasonal_naive,7.013083333333333,16.222610250306,0.632274107078674,0.3670538257201243,3.5065416666666667,0.55525,3.286964118381345,0.6733333333333333,2.790272813420533,0.753,1.902581911331516,0.83375,1.2286320921517828,0.8843333333333333,0.43073900145907285,0.9440833333333334,2.1909552672351524
moving_average,5.980958333333334,14.962588763312317,0.5365234736085204,0.31303401562165833,2.990479166666667,0.5241666666666667,2.88029167493266,0.7100833333333333,2.4722879994429876,0.7918333333333333,1.7102040338500057,0.8731666666666666,1.1044931692198212,0.91725,0.3828993748407991,0.9634166666666667,1.9234425698254902
exp_smoothing,7.101504853264721,16.003544273452064,0.7115400338479867,0.37168166993987606,3.5507524266323607,0.5411666666666667,3.2980975184266463,0.688,2.7789332788534016,0.7655,1.8696901121239722,0.8466666666666667,1.1917698953382374,0.8970833333333333,0.4050154664175807,0.95025,2.182376449632033
croston,6.979212552161596,17.53902918273229,0.6072124058678027,0.3652810819470504,3.489606276080798,0.5550833333333334,3.1717632908792632,0.73375,2.6562975403190032,0.81125,1.7868233792500463,0.8858333333333334,1.127734183674935,0.9268333333333333,0.3861386378579139,0.9673333333333334,2.1030605513436598
point_gbdt_safety,6.269606671472718,14.895509111431227,0.6121379797648059,0.3281414187090047,3.134803335736359,0.5606666666666666,3.8215569853388702,0.8960833333333333,3.6601942443800763,0.9403333333333334,2.809954031838223,0.96375,1.9880708943331404,0.9735833333333334,0.9232431915144096,0.9833333333333333,2.7229704471901797
pp_quantile_fixed,5.866044682389004,14.625203169218766,0.6118651534642412,0.3070196146511034,2.933022341194502,0.4990833333333333,2.8128462978828694,0.6754166666666667,2.4162053405689417,0.7640833333333333,1.7440747320313232,0.8633333333333333,1.1591617658577416,0.9254166666666667,0.4411942546218415,0.9886666666666667,1.9177507886928697
pp_quantile_calibrated,5.866044682389004,14.625203169218766,0.6118651534642412,0.3070196146511034,2.933022341194502,0.4990833333333333,2.8128462978828694,0.6754166666666667,2.4162053405689417,0.7640833333333333,1.7440747320313232,0.8633333333333333,1.1591617658577416,0.9254166666666667,0.4411942546218415,0.9886666666666667,1.9177507886928697
